Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Prog,Dribbles_Succ,Dribbles_Att,PlayerID,NationID,SquadID,MatchID,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Medium_Cmp,Medium_Att,Long_Cmp,Long_Att,xA,KP,1/3,PPA,CrsPA,Prog,Att,PassTypes_Live,PassTypes_Dead,PassTypes_FK,PassTypes_TB,PassTypes_Sw,PassTypes_Crs,PassTypes_TI,PassTypes_CK,CornerKicks_In,CornerKicks_Out,CornerKicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Tkl+Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost
Maite Oroz,8,es ESP,RM,24-246,90,0,0,0,0,1,1,0,0,70,3,2,1,0.0,0.0,0.0,1,0,49,58,5,3,5,f4cdd292,ESP,54582b93,2bb592d4,49,58,849,243,20,23,24,28,4,5,0.0,1,6,0,0,5,58,57,0,0,1,0,0,0,0,0,0,0,49,1,0,3,1,1,1,1,1,2,1,1,0,1,5,0,0,70,2,13,43,15,1,70,2,1,56,4,0,1,3,0,0,1,0,0,0,5,0,1
Sofie Svava,23,dk DEN,LB,22-107,90,0,1,0,0,1,0,0,0,79,1,1,2,0.0,0.0,0.7,6,2,45,62,4,5,11,c4a096ef,DEN,54582b93,2bb592d4,45,62,731,252,23,28,19,23,2,7,0.5,4,7,1,0,4,62,48,14,0,2,0,5,14,0,0,0,0,45,0,2,1,0,1,0,0,1,3,2,2,1,1,2,1,0,79,3,15,38,27,3,79,2,3,47,5,0,0,2,1,5,0,0,0,0,8,0,1
Rocío Gálvez,4,es ESP,CB,25-225,90,0,0,0,0,0,0,0,0,69,1,2,5,0.0,0.0,0.0,1,0,49,58,7,0,0,d32ce66e,ESP,54582b93,2bb592d4,49,58,938,456,13,15,32,38,4,4,0.0,0,0,0,0,7,58,51,6,2,0,0,0,4,0,0,0,0,49,1,0,1,1,1,0,0,0,0,0,5,3,2,3,4,0,69,12,40,30,0,0,69,0,0,37,0,0,0,0,0,0,1,0,0,0,10,1,4
Kathellen,14,br BRA,CB,26-214,45,0,0,0,0,0,0,0,0,26,1,1,1,0.0,0.0,0.0,1,1,19,22,1,0,0,08b5ed2e,BRA,54582b93,2bb592d4,19,22,436,239,4,4,12,14,3,4,0.0,0,1,0,0,1,22,22,0,0,0,0,0,0,0,0,0,0,19,0,0,1,1,1,0,0,0,0,0,1,1,0,2,1,0,26,3,12,14,0,0,26,0,0,17,0,0,0,1,0,0,1,0,0,0,4,2,1
Claudia,15,es ESP,RB,24-261,45,0,0,0,0,0,0,0,0,18,1,2,0,0.0,0.0,0.0,0,0,6,11,0,0,0,46cc62c2,ESP,54582b93,2bb592d4,6,11,90,18,2,4,2,4,1,1,0.0,0,1,0,0,0,11,9,2,0,0,0,0,2,0,0,0,0,6,0,0,1,0,1,0,0,1,1,0,0,0,0,3,2,0,18,3,8,7,3,1,18,1,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0
Ivana Andrés,5,es ESP,"CB,RB",28-136,90,0,0,0,0,0,0,0,0,63,2,2,2,0.0,0.0,0.0,0,0,44,53,4,0,1,d0309b28,ESP,54582b93,2bb592d4,44,53,818,350,14,16,26,28,4,8,0.0,0,1,0,0,4,53,39,14,6,0,1,0,8,0,0,0,0,44,0,0,2,2,1,0,1,0,0,0,2,0,2,4,2,0,63,8,33,25,5,0,63,0,0,27,0,0,0,2,0,0,2,0,0,0,9,1,0
Méline Gérard,13,fr FRA,GK,32-180,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,1,0,23,30,0,0,0,96af7e35,FRA,54582b93,2bb592d4,23,30,652,489,1,1,13,14,9,15,0.0,0,0,0,0,0,30,17,13,3,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,0,0,30,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0
Helena Torres,10,es ESP,"FW,LW",24-050,45,0,0,0,0,0,0,1,0,13,1,0,0,0.0,0.0,0.0,1,0,4,10,0,0,0,a2da2320,ESP,e9fecaf2,2bb592d4,4,10,88,20,1,2,2,3,1,2,0.0,1,0,0,0,0,10,4,5,0,0,0,2,0,2,2,0,0,4,1,2,1,1,0,0,1,0,1,1,0,0,0,1,1,0,13,1,1,9,3,0,13,0,0,4,0,0,2,0,0,2,1,0,0,0,1,0,3
Jade Boho,9,gq EQG,"FW,LW",36-088,45,1,0,0,0,2,1,1,0,20,0,0,1,0.3,0.3,0.0,3,0,9,14,2,0,0,2b721e60,EQG,e9fecaf2,2bb592d4,9,14,165,61,5,8,3,3,1,2,0.0,1,2,0,0,2,14,12,2,0,0,0,1,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,20,2,2,12,6,2,20,1,2,15,4,0,1,0,2,1,0,0,0,0,1,3,2
Raquel Morcillo,15,,LW,23-232,32,0,0,0,0,0,0,0,0,16,3,1,1,0.0,0.0,0.1,1,0,3,8,1,0,0,58a40d2e,,e9fecaf2,2bb592d4,3,8,39,20,1,4,1,3,0,0,0.0,1,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0,3,0,1,3,2,2,0,1,1,1,0,1,0,1,4,0,0,16,0,5,7,6,1,16,2,2,7,1,0,1,0,1,0,2,0,0,0,4,0,0
Kuki,11,,"LW,RM",28-008,58,0,0,0,0,0,0,0,0,19,2,0,0,0.0,0.0,0.0,1,0,6,9,0,0,1,6c3d5e2c,,e9fecaf2,2bb592d4,6,9,88,26,2,2,3,3,0,1,0.0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,6,1,1,2,1,2,0,0,0,0,0,0,0,0,2,2,0,19,1,8,4,7,2,19,4,1,11,1,0,0,1,0,0,1,0,0,0,2,0,2
Marina Martí,19,,RW,26-094,90,0,1,0,0,2,0,0,0,24,1,0,1,0.1,0.1,0.3,3,1,9,19,0,1,2,ffb9b018,,e9fecaf2,2bb592d4,9,19,197,33,3,3,4,8,2,5,0.4,2,0,1,1,0,19,19,0,0,0,0,10,0,0,0,0,0,9,0,3,1,0,1,0,0,1,1,0,1,0,1,1,0,0,24,0,2,5,17,4,24,2,1,17,10,0,0,0,0,10,0,0,0,0,4,0,0
Daniela Arques,8,,LM,16-250,74,0,0,0,0,3,0,1,0,28,1,3,0,0.2,0.2,0.0,2,0,8,18,0,2,2,8f83b165,,e9fecaf2,2bb592d4,8,18,126,34,4,6,2,5,1,5,0.0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,1,0,1,4,3,0,0,0,4,1,0,28,2,11,11,7,1,28,1,2,10,0,0,4,0,0,0,1,0,0,0,10,0,0
Raquel Pinel,23,es ESP,LM,28-088,16,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,5,9,0,0,0,01e37463,ESP,e9fecaf2,2bb592d4,5,9,63,3,3,3,2,3,0,1,0.0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,10,0,2,7,1,0,10,1,0,7,0,0,0,1,0,0,0,0,0,0,2,2,1
Lucía Martínez,21,,"CM,RM",20-364,90,0,0,0,0,2,1,0,0,45,3,2,0,0.1,0.1,0.1,3,0,23,34,1,1,2,3dbd60d3,,e9fecaf2,2bb592d4,23,34,571,262,5,8,11,16,6,8,0.1,2,3,0,0,1,34,27,7,4,0,0,3,0,3,1,2,0,23,0,1,3,2,1,2,0,2,4,2,0,0,0,5,2,0,45,4,15,24,7,1,45,0,1,18,0,0,3,0,0,3,2,0,0,0,7,1,0
Andrea Carid,7,,"CM,RM,FW",29-232,90,0,0,0,0,0,0,1,0,27,2,2,0,0.0,0.0,0.0,0,0,16,22,5,0,0,06ff92d6,,e9fecaf2,2bb592d4,16,22,330,75,6,10,7,9,3,3,0.0,0,2,1,0,5,22,20,2,0,0,1,0,0,0,0,0,0,16,0,0,2,1,2,0,0,1,4,3,0,0,0,4,0,0,27,0,5,18,4,1,27,0,1,11,1,0,1,2,0,0,1,0,0,0,4,1,3
Nerea Vicente,14,,LB,20-148,45,0,0,0,0,0,0,0,0,18,3,0,0,0.0,0.0,0.0,0,0,2,11,0,0,0,ba27b13d,,e9fecaf2,2bb592d4,2,11,46,27,0,5,2,4,0,2,0.0,0,0,0,0,0,11,4,7,0,0,0,0,7,0,0,0,0,2,0,0,3,2,3,0,0,3,5,2,0,0,0,3,3,0,18,2,11,5,2,0,18,0,0,1,0,0,1,0,0,0,2,0,0,0,3,0,0
Zaira Flores,12,,"RB,LB",29-022,45,0,0,0,0,0,0,0,0,21,4,4,0,0.0,0.0,0.0,1,1,6,11,3,0,0,4e42e797,,e9fecaf2,2bb592d4,6,11,136,98,2,2,2,3,2,5,0.0,0,3,0,0,3,11,9,1,0,0,0,0,1,0,0,0,0,6,1,0,4,2,0,3,1,3,7,4,0,0,0,8,1,0,21,0,6,13,2,0,21,0,0,8,1,0,2,1,0,0,2,0,0,0,2,0,0
Olivia Oprea,2,ro ROU,CB,35-252,90,0,0,0,0,0,0,0,0,29,4,4,3,0.0,0.0,0.0,1,0,5,16,1,0,0,630a783e,ROU,e9fecaf2,2bb592d4,5,16,111,100,1,2,3,9,1,4,0.0,0,0,0,0,1,16,16,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,3,1,0,3,3,0,3,0,3,8,1,1,29,8,18,11,0,0,29,0,2,3,0,0,4,0,0,0,1,0,0,0,7,2,0
Lena Pérez,3,,CB,26-334,90,0,0,0,0,2,0,0,0,30,1,1,3,0.1,0.1,0.0,1,0,9,14,1,0,0,c54a5844,,e9fecaf2,2bb592d4,9,14,175,106,4,4,3,3,2,6,0.0,0,0,0,0,1,14,12,2,2,0,0,0,0,0,0,0,0,9,0,1,1,1,1,0,0,1,3,2,3,3,0,2,6,0,30,10,25,3,2,2,30,0,0,6,0,0,1,0,0,0,1,0,0,0,7,3,0
Carmen Fresneda,17,,"RB,LB",27-151,90,0,0,0,0,0,0,0,0,46,6,3,3,0.0,0.0,0.0,0,0,17,31,4,0,0,9bdf4dc7,,e9fecaf2,2bb592d4,17,31,264,160,11,12,5,12,1,6,0.0,0,2,0,0,4,31,23,8,0,0,0,2,7,1,0,1,0,17,0,1,6,6,4,1,1,5,8,3,3,1,2,9,5,0,46,8,22,11,13,0,46,1,0,10,0,0,0,0,0,2,6,0,0,0,8,0,0
Laura Martínez,1,,GK,22-005,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,14,34,0,0,0,53b81e13,,e9fecaf2,2bb592d4,14,34,590,589,0,0,1,1,13,33,0.0,0,0,0,0,0,34,22,12,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,38,32,38,0,0,0,38,0,0,8,0,0,0,0,0,0,0,0,0,0,2,2,0
Jassina Blom,10,be BEL,FW,28-085,71,0,0,0,0,5,2,0,0,22,0,0,1,0.5,0.5,0.0,2,0,7,12,0,0,0,c87ba39a,BEL,4c088abe,596794cb,7,12,92,7,3,5,4,5,0,1,0.0,0,1,0,0,0,12,9,3,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,22,0,2,8,12,5,22,1,0,12,3,0,0,0,1,0,0,0,0,0,1,3,5
Sydny Nasello,2,,FW,22-227,19,0,0,0,0,1,0,0,0,6,0,0,0,0.2,0.2,0.0,1,0,2,2,1,1,1,6786e185,,4c088abe,596794cb,2,2,43,14,0,0,2,2,0,0,0.0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,2,4,1,6,0,2,5,3,0,0,0,1,0,0,0,0,0,0,1,0
María José Pérez,17,es ESP,LW,38-253,82,1,0,0,0,4,3,0,0,50,2,0,4,0.3,0.3,0.1,4,0,18,31,2,1,4,b7afea5e,ESP,4c088abe,596794cb,18,31,306,54,9,11,7,11,2,7,0.0,2,1,0,0,2,31,27,2,0,0,0,3,0,2,1,0,0,18,2,0,2,2,0,1,1,0,0,0,4,0,4,2,0,0,50,0,7,22,21,7,50,2,4,28,4,0,1,3,2,3,2,0,0,0,10,2,0
Javiera Toro,19,cl CHI,"LB,LW",24-219,8,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,0,0,4,5,0,0,0,358f6b63,CHI,4c088abe,596794cb,4,5,53,40,2,2,2,2,0,0,0.0,0,0,0,0,0,5,3,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,0,3,2,3,0,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Ange N'Guessan,8,ci CIV,RW,32-009,90,0,0,0,0,1,0,0,0,45,0,1,3,0.1,0.1,0.4,5,0,16,30,2,4,5,d8e8aa5e,CIV,4c088abe,596794cb,16,30,224,79,10,19,6,10,0,0,0.4,3,1,2,2,2,30,30,0,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,0,45,0,2,13,30,9,45,3,1,27,8,0,1,1,1,5,0,0,0,0,6,0,2
Claire Falknor,12,us USA,LM,29-199,90,0,0,0,0,0,0,0,0,42,3,0,0,0.0,0.0,0.3,3,0,22,33,2,1,2,e56b66f7,USA,4c088abe,596794cb,22,33,423,69,8,11,12,16,2,5,0.2,2,3,1,0,2,33,32,0,0,0,0,0,0,0,0,0,0,22,1,0,3,1,0,3,0,3,3,0,0,0,0,3,0,0,42,0,3,23,16,0,42,4,1,30,1,0,1,2,0,0,1,0,0,0,2,0,1
Natalia Ramos,14,es ESP,CM,23-290,82,0,0,0,0,2,0,0,0,46,6,2,0,0.1,0.1,0.0,1,0,15,31,2,0,0,454771bc,ESP,4c088abe,596794cb,15,31,328,113,3,5,11,13,1,4,0.0,1,2,0,0,2,31,29,2,0,0,0,2,1,1,1,0,0,15,0,3,6,4,0,5,1,3,4,1,0,0,0,8,1,0,46,1,9,30,7,0,46,0,0,19,0,0,0,1,0,2,4,0,0,0,8,2,2
Silvia Doblado,21,es ESP,CM,35-250,8,0,0,0,0,0,0,0,0,7,0,1,0,0.0,0.0,0.0,0,0,2,4,1,0,0,00bdb60c,ESP,4c088abe,596794cb,2,4,60,21,1,1,0,2,1,1,0.0,0,1,0,0,1,4,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,1,1,5,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yerliane Moreno,31,ve VEN,RM,22-045,62,0,0,0,0,1,0,1,0,26,1,1,3,0.1,0.1,0.0,5,1,11,13,4,1,2,da8926f8,VEN,4c088abe,596794cb,11,13,198,73,4,5,7,8,0,0,0.0,0,3,0,0,4,13,13,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1,0,0,1,1,2,1,3,0,3,2,1,0,26,1,1,15,11,1,26,3,0,14,3,0,1,2,0,0,1,0,0,0,2,1,0
Paola Hernández,6,,RM,20-125,28,0,0,0,0,1,1,0,0,11,0,0,0,0.2,0.2,0.2,1,0,6,10,0,0,0,29ce678a,,4c088abe,596794cb,6,10,129,52,2,4,3,3,1,2,0.2,1,1,1,1,0,10,10,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,6,4,2,11,0,1,5,2,0,0,0,0,1,0,0,0,0,4,0,0
Raquel Peña,23,es ESP,"LB,LW",33-342,90,0,0,0,0,4,1,0,0,79,6,4,1,0.2,0.2,0.2,4,0,40,65,1,0,1,67d43354,ESP,4c088abe,596794cb,40,65,790,407,16,18,16,25,8,18,0.1,1,0,2,1,1,65,41,22,4,0,1,7,13,5,3,0,0,40,2,2,6,3,4,2,0,4,5,1,1,0,1,10,1,0,79,2,26,32,24,1,79,0,0,24,2,0,0,1,1,7,3,0,0,0,14,0,1
Patricia Gavira,22,,CB,33-215,90,0,0,0,0,0,0,1,0,42,3,0,0,0.0,0.0,0.0,0,0,19,34,2,0,0,1063bc16,,4c088abe,596794cb,19,34,322,169,7,10,9,11,2,9,0.0,0,1,0,0,2,34,31,2,2,0,0,0,0,0,0,0,0,19,1,0,3,2,2,0,1,3,4,1,0,0,0,3,4,0,42,10,29,12,1,0,42,0,1,14,0,0,1,1,0,0,2,0,0,0,10,2,1
Andrea Marrero,4,,CB,26-052,90,0,0,0,0,0,0,0,0,34,0,2,0,0.0,0.0,0.0,0,0,16,26,4,0,0,d425eb3b,,4c088abe,596794cb,16,26,389,261,1,2,12,18,3,5,0.0,0,2,0,0,4,26,25,1,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,34,8,23,11,1,1,34,0,0,12,0,0,0,0,0,0,0,0,0,0,6,4,0
Claudia Blanco,16,,RB,25-261,62,0,0,0,0,0,0,1,0,43,0,0,2,0.0,0.0,0.0,0,0,24,39,3,0,0,38807c65,,4c088abe,596794cb,24,39,547,306,5,6,14,21,5,9,0.0,0,4,1,0,3,39,26,13,1,0,0,3,12,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,43,1,16,13,15,0,43,1,0,16,0,0,1,1,0,3,0,0,1,0,9,0,2
María Estella,20,,RB,28-170,28,0,0,0,0,0,0,1,0,20,0,3,0,0.0,0.0,0.0,2,0,6,15,2,0,0,55cc92c7,,4c088abe,596794cb,6,15,183,105,2,6,2,4,2,5,0.0,1,2,1,0,2,15,10,5,0,0,0,2,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,20,1,6,7,7,0,20,0,1,5,0,0,1,0,0,2,0,0,0,0,3,0,0
Noelia Ramos,1,es ESP,GK,23-290,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,1,0,12,30,0,0,0,254360d0,ESP,4c088abe,596794cb,12,30,478,392,0,0,5,5,7,25,0.0,0,1,0,0,0,30,19,11,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,31,0,0,0,31,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0
Asun Martínez,9,,"FW,RW",20-280,71,0,0,0,0,0,0,0,0,25,0,0,1,0.0,0.0,0.0,0,0,7,11,1,1,4,6d0122d9,,f96ff499,596794cb,7,11,102,28,4,5,3,4,0,1,0.0,0,0,0,0,1,11,8,2,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25,0,2,16,8,0,25,4,3,13,3,0,0,1,0,0,0,0,0,0,8,0,1
Ivonne Chacón,16,co COL,RW,25-046,19,0,0,0,0,0,0,0,0,9,2,0,0,0.0,0.0,0.0,0,0,2,3,0,0,2,fde686b3,COL,f96ff499,596794cb,2,3,31,22,1,1,1,2,0,0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,0,0,0,0,0,2,0,0,9,0,1,3,5,0,9,0,1,3,2,0,0,1,0,0,1,0,0,0,1,1,0
Pauleta,14,,LW,24-168,45,0,0,0,0,0,0,1,0,18,1,2,1,0.0,0.0,0.0,1,0,1,11,0,0,0,db1eeb84,,f96ff499,596794cb,1,11,11,0,1,2,0,4,0,4,0.0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,3,1,0,18,2,7,9,2,0,18,1,0,9,1,0,2,3,1,1,0,1,0,0,4,0,0
Ana Marcos,17,es ESP,"FW,LW",22-141,45,0,0,0,0,0,0,1,0,16,1,0,0,0.0,0.0,0.0,0,0,7,11,0,0,1,09bbe355,ESP,f96ff499,596794cb,7,11,97,11,5,6,2,4,0,0,0.0,0,1,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,16,0,0,5,11,2,16,1,0,10,2,0,1,0,1,0,0,0,0,0,1,0,4
Macarena Portales,11,es ESP,"RW,LW",24-117,90,0,0,0,0,0,0,0,0,41,1,1,1,0.0,0.0,0.0,0,0,17,22,1,0,0,277764c1,ESP,f96ff499,596794cb,17,22,228,37,10,12,6,7,0,1,0.0,0,1,0,0,1,22,22,0,0,0,1,0,0,0,0,0,0,17,0,1,1,1,0,1,0,0,0,0,1,0,1,2,1,0,41,0,12,21,8,2,41,8,0,27,5,0,1,1,0,0,1,0,0,0,4,0,0
Fiamma,10,es ESP,LM,18-161,60,0,0,0,1,0,0,0,0,40,3,1,1,0.8,0.0,0.0,0,0,17,29,1,2,3,e4121aed,ESP,f96ff499,596794cb,17,29,279,77,9,9,4,11,3,5,0.0,0,2,0,0,1,29,27,2,0,0,0,2,0,2,2,0,0,17,0,2,3,2,0,3,0,2,3,1,1,0,1,4,1,0,40,4,13,18,10,1,39,1,1,22,1,0,0,0,0,2,2,0,0,0,4,2,2
Ainhoa Alguacil,30,,LM,16-323,30,0,0,0,0,0,0,0,0,18,0,0,1,0.0,0.0,0.0,0,0,8,9,0,0,0,450dbe8a,,f96ff499,596794cb,8,9,139,24,5,5,2,3,1,1,0.0,0,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,18,1,6,9,3,0,18,4,1,11,1,0,1,0,0,0,0,0,0,0,2,0,1
Sandra García,39,es ESP,"CM,RM",36-289,90,0,0,0,0,0,0,0,0,47,1,3,1,0.0,0.0,0.0,2,0,22,37,5,0,1,d1b7de29,ESP,f96ff499,596794cb,22,37,534,226,8,10,7,14,7,12,0.0,0,5,1,0,5,37,36,1,0,0,0,0,1,0,0,0,0,22,0,1,1,1,0,0,1,0,1,1,1,1,0,4,3,0,47,5,13,31,3,0,47,0,1,17,0,0,0,0,0,0,1,0,0,0,9,3,2
Iina Salmi,7,fi FIN,RM,28-046,60,0,0,0,0,0,0,0,0,28,2,0,0,0.0,0.0,0.0,0,0,10,23,2,1,4,ff43414f,FIN,f96ff499,596794cb,10,23,193,81,5,7,3,7,2,6,0.0,0,2,0,0,2,23,23,0,0,0,0,0,0,0,0,0,0,10,0,1,2,2,0,1,1,1,1,0,0,0,0,2,0,0,28,0,2,22,4,0,28,0,0,16,1,0,3,0,0,0,2,0,0,0,9,1,0
Anna Torroda,21,es ESP,CM,22-310,30,0,0,0,0,1,0,0,0,20,2,0,1,0.1,0.1,0.0,0,0,10,16,1,1,1,0db7b252,ESP,f96ff499,596794cb,10,16,191,114,4,4,4,6,2,4,0.0,0,1,0,0,1,16,13,1,1,0,0,1,0,0,0,0,0,10,2,0,2,0,0,2,0,1,1,0,1,0,1,2,0,0,20,1,9,9,4,1,20,1,0,10,0,0,0,0,0,1,0,0,0,0,1,0,0
Beatriz Beltrán,3,,LB,24-352,90,0,0,0,0,1,1,0,0,79,0,6,0,0.0,0.0,0.0,0,0,37,67,1,0,1,46f6d3ed,,f96ff499,596794cb,37,67,628,433,21,27,13,20,3,16,0.0,0,3,0,0,1,67,43,24,0,0,0,2,24,0,0,0,0,37,0,4,0,0,0,0,0,0,3,3,0,0,0,6,5,0,79,5,47,28,6,1,79,2,0,28,1,0,1,0,0,2,0,0,0,0,7,2,0
Marta Carro,5,es ESP,CB,31-325,90,0,0,0,0,0,0,0,0,43,0,0,1,0.0,0.0,0.0,0,0,25,38,3,0,0,fc74a000,ESP,f96ff499,596794cb,25,38,586,352,6,8,12,14,7,13,0.0,0,3,2,0,3,38,37,1,1,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,43,6,25,17,1,0,43,0,0,25,0,0,0,0,1,0,0,0,0,0,4,2,2
María Molina,4,,CB,22-202,60,0,0,0,0,0,0,0,0,30,2,1,1,0.0,0.0,0.0,0,0,17,21,0,0,0,9488f06e,,f96ff499,596794cb,17,21,380,175,3,3,11,12,3,6,0.0,0,0,0,0,0,21,19,2,2,0,0,0,0,0,0,0,0,17,0,0,2,0,1,1,0,1,1,0,1,1,0,3,4,0,30,6,27,3,0,0,30,1,0,13,0,0,0,0,0,0,0,0,0,0,3,3,2
Berta Pujadas,2,,CB,22-232,30,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,17,23,0,0,1,e19143bb,,f96ff499,596794cb,17,23,333,204,5,6,12,15,0,2,0.0,0,0,0,0,0,23,21,2,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,11,21,6,2,0,29,2,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0
Kerlly Real,19,ec ECU,RB,24-020,90,0,0,0,0,0,0,0,0,41,3,1,0,0.0,0.0,0.0,0,0,16,34,2,0,1,38354446,ECU,f96ff499,596794cb,16,34,375,286,4,6,7,13,5,13,0.0,0,4,0,0,2,34,15,19,0,0,0,2,19,0,0,0,0,16,0,2,3,3,0,2,1,2,3,1,0,0,0,4,0,0,41,2,16,14,12,0,41,2,0,7,0,0,3,0,0,2,3,0,0,0,2,0,2
Cosette Morché,13,us USA,GK,25-171,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,28,35,0,0,0,ca518a26,USA,f96ff499,596794cb,28,35,690,368,6,6,12,12,10,17,0.0,0,0,0,0,0,35,17,18,6,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37,40,0,0,0,40,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ane Miren Martínez,7,,FW,30-083,89,1,1,0,0,3,1,0,0,20,1,0,1,0.3,0.3,1.1,4,1,5,11,0,0,0,f4697c5c,,aa11fb42,5af98672,5,11,68,27,3,6,0,3,1,1,0.9,3,0,0,0,0,11,10,1,0,0,0,2,0,1,1,0,0,5,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,20,0,1,3,16,5,20,3,1,11,6,0,1,0,3,2,0,0,0,0,1,0,0
Jessica Aby,20,ci CIV,FW,24-164,1,1,0,0,0,1,1,0,0,4,0,0,0,0.9,0.9,0.0,0,0,0,3,0,0,0,72c566fe,CIV,aa11fb42,5af98672,0,3,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,1,4,0,0,4,2,0,0,0,0,1,0,0,0,0,0,1,0
Sanadri,9,,FW,22-278,89,1,1,0,0,2,1,0,0,37,3,1,1,1.0,1.0,0.9,2,1,12,24,3,1,2,eaf4b5e2,,aa11fb42,5af98672,12,24,213,63,5,11,6,10,1,2,0.7,1,3,0,0,3,24,23,1,0,0,0,1,0,0,0,0,0,12,0,2,3,1,2,0,1,1,1,0,1,0,1,4,2,0,37,2,7,14,16,4,37,1,1,23,7,0,1,0,2,1,1,0,0,0,2,2,2
